Datetime,Temperature_C,Load_MW,Demand_MW,Solar_MW,Wind_MW,Thermal_Gen_MW,Total_Generation_MW,Energy_Consumption_MWh,Price_USD_per_MWh
2021-01-03 14:00:00,-5.54,58049.99,57981.33,343.3,1920.72,55854.63,58049.99,58049.99,130.57
2021-01-03 15:00:00,-7.61,61112.03,61016.96,475.36,1844.92,58886.83,61112.03,61112.03,159.56
2021-01-03 16:00:00,-8.33,61193.14,61127.28,329.3,1843.45,59086.25,61193.14,61193.14,157.57
2021-01-03 17:00:00,-5.35,56500.99,56459.07,209.58,2319.29,54014.03,56500.99,56500.99,105.68
2021-01-03 18:00:00,-5.36,56049.37,56049.37,0.0,2212.21,53837.16,56049.37,56049.37,105.15
2021-01-03 19:00:00,-3.79,52512.88,52512.88,0.0,2579.18,49933.7,52512.88,52512.88,99.51
2021-01-03 20:00:00,-4.42,50993.34,50993.34,0.0,1966.75,49026.59,50993.34,50993.34,85.09
2021-01-03 21:00:00,-2.65,46644.82,46644.82,0.0,2393.72,44251.1,46644.82,46644.82,69.08
2021-01-03 22:00:00,-3.86,45609.21,45609.21,0.0,1664.85,43944.36,45609.21,45609.21,63.28
2021-01-03 23:00:00,-3.24,43452.72,43452.72,0.0,1328.39,42124.33,43452.72,43452.72,58.25
2021-01-04 00:00:00,1.68,36397.1,36397.1,0.0,1673.45,34723.65,36397.1,36397.1,34.25
2021-01-04 01:00:00,1.57,36034.94,36034.94,0.0,1589.79,34445.15,36034.94,36034.94,30.18
2021-01-04 02:00:00,3.9,33340.36,33340.36,0.0,1304.37,32035.99,33340.36,33340.36,28.52
2021-01-04 03:00:00,4.67,32009.73,32009.73,0.0,630.19,31379.54,32009.73,32009.73,34.64
2021-01-04 04:00:00,4.17,31820.12,31820.12,0.0,272.24,31547.88,31820.12,31820.12,39.42
2021-01-04 05:00:00,2.7,34154.61,34154.61,0.0,467.32,33687.29,34154.61,34154.61,34.13
2021-01-04 06:00:00,4.07,34947.42,34947.42,0.0,592.06,34355.36,34947.42,34947.42,43.55
2021-01-04 07:00:00,2.75,39219.61,39188.64,154.83,1590.86,37504.89,39219.61,39219.61,47.85
2021-01-04 08:00:00,3.93,39987.88,39919.9,339.92,1522.04,38193.91,39987.88,39987.88,49.9
2021-01-04 09:00:00,1.34,44614.36,44501.14,566.09,1884.35,42277.14,44614.36,44614.36,62.56
2021-01-04 10:00:00,0.15,47424.44,47273.76,753.4,1711.52,45110.2,47424.44,47424.44,68.92
2021-01-04 11:00:00,-0.33,50318.44,50178.75,698.48,2160.9,47598.76,50318.44,50318.44,81.56
2021-01-04 12:00:00,-0.89,51093.52,50933.79,798.62,2049.53,48405.09,51093.52,51093.52,85.23
2021-01-04 13:00:00,-3.71,55467.66,55356.67,554.98,1863.39,53160.29,55467.66,55467.66,109.57
2021-01-04 14:00:00,-5.1,59084.76,58958.73,630.15,1259.23,57321.41,59084.76,59084.76,146.02
2021-01-04 15:00:00,-5.39,59386.28,59295.71,452.89,1149.17,57874.8,59386.28,59386.28,148.2
2021-01-04 16:00:00,-6.36,61242.83,61188.94,269.46,947.55,60000.0,61163.12,61242.83,159.06
2021-01-04 17:00:00,-4.61,59445.08,59399.11,229.88,938.38,58322.8,59445.08,59445.08,157.12
2021-01-04 18:00:00,-2.96,55004.14,55004.14,0.0,717.53,54286.61,55004.14,55004.14,118.19
2021-01-04 19:00:00,-5.09,55537.35,55537.35,0.0,546.8,54990.55,55537.35,55537.35,117.3
2021-01-04 20:00:00,-6.41,54294.51,54294.51,0.0,996.3,53298.21,54294.51,54294.51,108.34
2021-01-04 21:00:00,-6.53,52746.32,52746.32,0.0,834.48,51911.84,52746.32,52746.32,105.64
2021-01-04 22:00:00,-4.37,46887.4,46887.4,0.0,1412.66,45474.74,46887.4,46887.4,75.04
2021-01-04 23:00:00,0.41,39008.21,39008.21,0.0,1965.97,37042.24,39008.21,39008.21,39.37
2021-01-05 00:00:00,0.83,37139.08,37139.08,0.0,1670.39,35468.69,37139.08,37139.08,42.88
2021-01-05 01:00:00,2.09,34998.02,34998.02,0.0,1957.04,33040.98,34998.02,34998.02,41.26
2021-01-05 02:00:00,1.06,35695.14,35695.14,0.0,2379.05,33316.09,35695.14,35695.14,34.51
2021-01-05 03:00:00,0.0,38054.6,38054.6,0.0,2894.12,35160.48,38054.6,38054.6,43.68
2021-01-05 04:00:00,-2.52,41899.85,41899.85,0.0,2985.2,38914.65,41899.85,41899.85,43.84
2021-01-05 05:00:00,-2.05,42120.67,42120.67,0.0,2472.8,39647.87,42120.67,42120.67,53.96
2021-01-05 06:00:00,-0.48,42248.75,42248.75,0.0,2789.74,39459.01,42248.75,42248.75,48.02
2021-01-05 07:00:00,-1.39,44216.84,44173.62,216.13,2591.44,41452.5,44216.84,44216.84,51.85
2021-01-05 08:00:00,0.2,43428.6,43356.7,359.46,1819.4,41321.63,43428.6,43428.6,55.63
2021-01-05 09:00:00,-0.46,46711.65,46583.67,639.92,2180.81,44018.91,46711.65,46711.65,61.83
2021-01-05 10:00:00,-1.52,49082.49,48989.03,467.27,1692.89,47015.78,49082.49,49082.49,74.25
2021-01-05 11:00:00,-1.68,50863.66,50735.91,638.73,1508.38,48844.29,50863.66,50863.66,87.08
2021-01-05 12:00:00,-1.87,51172.35,51013.25,795.52,1266.82,49269.12,51172.35,51172.35,85.78
2021-01-05 13:00:00,-0.98,50735.05,50629.91,525.72,1306.42,49008.05,50735.05,50735.05,82.54
2021-01-05 14:00:00,-3.0,53803.46,53686.85,583.05,352.71,52984.31,53803.46,53803.46,106.73
2021-01-05 15:00:00,-6.74,58650.76,58527.59,615.83,1162.59,56995.5,58650.76,58650.76,139.41
2021-01-05 16:00:00,-6.07,57586.64,57509.34,386.49,1099.71,56177.73,57586.64,57586.64,125.55
2021-01-05 17:00:00,-6.3,59170.52,59135.31,176.04,1252.42,57777.26,59170.52,59170.52,145.46
2021-01-05 18:00:00,-5.32,56271.01,56271.01,0.0,1200.69,55070.32,56271.01,56271.01,125.62
2021-01-05 19:00:00,-1.67,48907.96,48907.96,0.0,875.94,48032.02,48907.96,48907.96,82.38
2021-01-05 20:00:00,-2.45,49120.35,49120.35,0.0,659.03,48461.32,49120.35,49120.35,83.71
2021-01-05 21:00:00,-0.1,43170.49,43170.49,0.0,687.46,42483.03,43170.49,43170.49,57.92
2021-01-05 22:00:00,2.32,38387.21,38387.21,0.0,416.61,37970.6,38387.21,38387.21,48.93
2021-01-05 23:00:00,3.74,35529.67,35529.67,0.0,0.0,35529.67,35529.67,35529.67,44.35
2021-01-06 00:00:00,5.9,32324.2,32324.2,0.0,0.0,32324.2,32324.2,32324.2,34.95
2021-01-06 01:00:00,5.34,31082.05,31082.05,0.0,0.0,31082.05,31082.05,31082.05,29.3
2021-01-06 02:00:00,4.38,30658.69,30658.69,0.0,0.0,30658.69,30658.69,30658.69,38.93
2021-01-06 03:00:00,5.95,29143.33,29143.33,0.0,0.0,29143.33,29143.33,29143.33,28.96
2021-01-06 04:00:00,6.55,29267.46,29267.46,0.0,508.02,28759.44,29267.46,29267.46,27.63
2021-01-06 05:00:00,7.78,28703.2,28703.2,0.0,974.28,27728.92,28703.2,28703.2,29.63
2021-01-06 06:00:00,6.77,32254.62,32254.62,0.0,723.2,31531.42,32254.62,32254.62,31.69
2021-01-06 07:00:00,7.73,35010.52,34968.08,212.24,193.38,34647.35,35010.52,35010.52,41.57
2021-01-06 08:00:00,5.43,39458.02,39367.55,452.32,1662.53,37433.63,39458.02,39458.02,52.61
2021-01-06 09:00:00,2.1,45102.75,45002.26,502.44,2562.54,42138.26,45102.75,45102.75,61.67
2021-01-06 10:00:00,-2.36,53020.42,52871.83,742.94,2563.35,49862.71,53020.42,53020.42,97.07
2021-01-06 11:00:00,-4.83,57551.77,57400.32,757.25,2135.71,54810.26,57551.77,57551.77,119.55
2021-01-06 12:00:00,-4.06,56469.84,56283.81,930.16,1606.5,54119.21,56469.84,56469.84,114.6
2021-01-06 13:00:00,-6.76,61962.95,61865.06,489.43,1770.42,59800.98,61962.95,61962.95,168.22
2021-01-06 14:00:00,-7.39,62000.0,61871.96,640.18,1871.21,59616.65,62000.0,62000.0,153.75
2021-01-06 15:00:00,-3.89,58175.27,58076.38,494.45,1397.28,56382.43,58175.27,58175.27,135.71
2021-01-06 16:00:00,-2.55,56416.72,56324.82,459.48,1395.71,54653.43,56416.72,56416.72,120.1
2021-01-06 17:00:00,0.29,52496.35,52458.92,187.15,1713.3,50633.33,52496.35,52496.35,98.52
2021-01-06 18:00:00,-1.18,53202.71,53202.71,0.0,1800.71,51402.0,53202.71,53202.71,104.89
2021-01-06 19:00:00,-4.34,55283.08,55283.08,0.0,2459.91,52823.17,55283.08,55283.08,114.11
2021-01-06 20:00:00,-0.8,47459.39,47459.39,0.0,2004.04,45455.35,47459.39,47459.39,70.29
2021-01-06 21:00:00,-1.97,45555.44,45555.44,0.0,2366.77,43188.67,45555.44,45555.44,61.5
2021-01-06 22:00:00,-0.56,41599.26,41599.26,0.0,2111.09,39488.17,41599.26,41599.26,45.17
2021-01-06 23:00:00,0.92,38318.55,38318.55,0.0,1836.81,36481.74,38318.55,38318.55,39.04
2021-01-07 00:00:00,0.4,37530.75,37530.75,0.0,2054.82,35475.93,37530.75,37530.75,42.01
2021-01-07 01:00:00,3.68,33454.66,33454.66,0.0,2620.71,30833.95,33454.66,33454.66,26.97
2021-01-07 02:00:00,6.31,29796.75,29796.75,0.0,2916.86,26879.89,29796.75,29796.75,26.17
2021-01-07 03:00:00,6.85,29568.89,29568.89,0.0,2929.92,26638.97,29568.89,29568.89,34.57
2021-01-07 04:00:00,6.19,30819.9,30819.9,0.0,4375.41,26444.49,30819.9,30819.9,25.31
2021-01-07 05:00:00,5.67,32963.54,32963.54,0.0,4771.09,28192.45,32963.54,32963.54,24.6
2021-01-07 06:00:00,3.0,37592.37,37592.37,0.0,5134.71,32457.66,37592.37,37592.37,40.03
2021-01-07 07:00:00,1.74,41137.0,41092.52,222.37,4764.07,36195.03,41137.0,41137.0,36.46
2021-01-07 08:00:00,0.6,45062.29,44965.63,483.3,4283.73,40391.92,45062.29,45062.29,52.19
2021-01-07 09:00:00,-1.71,50903.79,50775.99,638.98,3305.35,47087.25,50903.79,50903.79,69.38
2021-01-07 10:00:00,-1.27,51648.1,51530.59,587.56,3327.71,47850.34,51648.1,51648.1,86.87
2021-01-07 11:00:00,-4.39,56127.38,56023.55,519.11,684.26,55027.83,56127.38,56127.38,124.16
2021-01-07 12:00:00,-5.6,58278.51,58128.54,749.85,2579.19,55099.44,58278.51,58278.51,123.73
2021-01-07 13:00:00,-9.25,62000.0,61864.42,677.92,2248.04,59209.62,62000.0,62000.0,159.72
2021-01-07 14:00:00,-8.1,62000.0,61850.24,748.79,2492.84,58908.13,62000.0,62000.0,152.31
2021-01-07 15:00:00,-6.54,61602.2,61470.74,657.33,2657.64,58418.7,61602.2,61602.2,156.54
2021-01-07 16:00:00,-5.15,58810.43,58717.33,465.5,2823.09,55614.94,58810.43,58810.43,270.95
2021-01-07 17:00:00,-0.23,52751.27,52716.71,172.82,2536.62,50076.4,52751.27,52751.27,95.96
2021-01-07 18:00:00,1.27,50113.06,50113.06,0.0,2296.9,47816.16,50113.06,50113.06,83.1
2021-01-07 19:00:00,0.02,48208.75,48208.75,0.0,2737.78,45470.97,48208.75,48208.75,72.24
2021-01-07 20:00:00,4.62,39818.56,39818.56,0.0,2844.1,36974.46,39818.56,39818.56,36.89
2021-01-07 21:00:00,3.37,38762.74,38762.74,0.0,2824.56,35938.18,38762.74,38762.74,38.66
2021-01-07 22:00:00,5.03,33860.17,33860.17,0.0,2875.6,30984.57,33860.17,33860.17,27.37
2021-01-07 23:00:00,6.45,32071.6,32071.6,0.0,3120.62,28950.98,32071.6,32071.6,34.33
2021-01-08 00:00:00,5.21,31770.05,31770.05,0.0,3252.8,28517.25,31770.05,31770.05,26.05
2021-01-08 01:00:00,7.52,28994.54,28994.54,0.0,3155.84,25838.7,28994.54,28994.54,20.33
2021-01-08 02:00:00,7.78,27490.55,27490.55,0.0,3789.13,23701.42,27490.55,27490.55,24.58
2021-01-08 03:00:00,8.13,27167.53,27167.53,0.0,3615.94,23551.59,27167.53,27167.53,24.66
2021-01-08 04:00:00,6.3,30505.86,30505.86,0.0,2760.26,27745.6,30505.86,30505.86,30.66
2021-01-08 05:00:00,7.43,30430.2,30430.2,0.0,2849.22,27580.98,30430.2,30430.2,24.07
2021-01-08 06:00:00,4.84,35017.1,35017.1,0.0,2677.78,32339.32,35017.1,35017.1,32.55
2021-01-08 07:00:00,0.98,41800.59,41760.28,201.57,2684.62,38954.72,41800.59,41800.59,47.77
2021-01-08 08:00:00,2.25,41524.85,41458.38,332.38,1538.0,39720.95,41524.85,41524.85,52.88
2021-01-08 09:00:00,0.33,46280.12,46154.4,628.61,2005.04,43772.19,46280.12,46280.12,69.44
2021-01-08 10:00:00,-0.75,48411.37,48302.23,545.69,1772.55,46202.27,48411.37,48411.37,69.66
2021-01-08 11:00:00,1.07,47264.13,47115.87,741.33,1520.88,45150.19,47264.13,47264.13,67.88
2021-01-08 12:00:00,1.42,48310.81,48122.89,939.6,1300.91,46258.22,48310.81,48310.81,72.19
2021-01-08 13:00:00,1.04,49824.72,49644.62,900.49,998.45,48105.88,49824.72,49824.72,81.5
2021-01-08 14:00:00,1.51,49688.43,49552.13,681.47,1210.38,47932.87,49688.43,49688.43,80.18
2021-01-08 15:00:00,-0.59,53222.42,53124.41,490.03,1429.87,51400.53,53222.42,53222.42,98.22
2021-01-08 16:00:00,0.11,52642.63,52556.95,428.42,1790.68,50509.21,52642.63,52642.63,99.82
2021-01-08 17:00:00,1.52,49653.44,49608.14,226.53,1850.97,47621.25,49653.44,49653.44,70.09
2021-01-08 18:00:00,2.48,47489.06,47489.06,0.0,2202.06,45287.0,47489.06,47489.06,66.26
2021-01-08 19:00:00,2.14,45124.95,45124.95,0.0,2228.88,42896.07,45124.95,45124.95,58.33
2021-01-08 20:00:00,-3.19,50928.24,50928.24,0.0,2541.08,48387.16,50928.24,50928.24,82.33
2021-01-08 21:00:00,-1.06,44400.17,44400.17,0.0,2244.72,42155.45,44400.17,44400.17,54.95
2021-01-08 22:00:00,0.25,41353.23,41353.23,0.0,1985.82,39367.41,41353.23,41353.23,46.59
2021-01-08 23:00:00,0.71,39825.5,39825.5,0.0,1926.33,37899.17,39825.5,39825.5,42.07
2021-01-09 00:00:00,2.82,37031.87,37031.87,0.0,2193.01,34838.86,37031.87,37031.87,42.92
2021-01-09 01:00:00,3.79,33919.98,33919.98,0.0,2221.69,31698.29,33919.98,33919.98,26.59
2021-01-09 02:00:00,4.38,33416.74,33416.74,0.0,1247.81,32168.93,33416.74,33416.74,35.36
2021-01-09 03:00:00,2.15,36003.52,36003.52,0.0,49.34,35954.18,36003.52,36003.52,46.34
2021-01-09 04:00:00,0.04,37297.81,37297.81,0.0,182.8,37115.01,37297.81,37297.81,41.26
2021-01-09 05:00:00,0.7,36206.06,36206.06,0.0,1341.93,34864.13,36206.06,36206.06,34.69
2021-01-09 06:00:00,0.53,35492.46,35492.46,0.0,1298.58,34193.88,35492.46,35492.46,36.26
2021-01-09 07:00:00,0.19,38148.05,38112.16,179.45,1392.92,36611.57,38148.05,38148.05,41.85
2021-01-09 08:00:00,-0.32,41445.07,41378.1,334.89,1741.44,39435.72,41445.07,41445.07,48.3
2021-01-09 09:00:00,-0.6,44960.95,44826.92,670.11,2404.4,42020.46,44960.95,44960.95,64.01
2021-01-09 10:00:00,-1.55,47920.92,47815.9,525.1,1871.58,45629.26,47920.92,47920.92,69.1
2021-01-09 11:00:00,-2.27,51385.15,51246.63,692.59,1897.81,48933.27,51385.15,51385.15,91.64
2021-01-09 12:00:00,-2.74,53422.87,53249.27,868.0,1439.54,51288.93,53422.87,53422.87,96.72
2021-01-09 13:00:00,-2.05,51975.91,51835.04,704.31,1259.67,50152.79,51975.91,51975.91,87.82
2021-01-09 14:00:00,-3.5,55057.59,54884.94,863.27,214.81,54152.17,55057.59,55057.59,114.7
2021-01-09 15:00:00,-2.58,53418.08,53290.4,638.42,769.57,52137.78,53418.08,53418.08,106.05
2021-01-09 16:00:00,-1.76,52022.76,51929.06,468.52,902.23,50745.72,52022.76,52022.76,95.4
2021-01-09 17:00:00,-1.59,51321.56,51273.2,241.81,299.43,50828.69,51321.56,51321.56,103.8
2021-01-09 18:00:00,-2.01,51013.92,51013.92,0.0,710.39,50303.53,51013.92,51013.92,96.45
2021-01-09 19:00:00,-0.81,48131.36,48131.36,0.0,918.59,47212.77,48131.36,48131.36,75.26
2021-01-09 20:00:00,1.2,43988.99,43988.99,0.0,813.29,43175.7,43988.99,43988.99,59.1
2021-01-09 21:00:00,0.23,41255.94,41255.94,0.0,583.33,40672.61,41255.94,41255.94,47.48
2021-01-09 22:00:00,1.26,38935.52,38935.52,0.0,0.0,38935.52,38935.52,38935.52,53.89
2021-01-09 23:00:00,2.57,36483.32,36483.32,0.0,0.0,36483.32,36483.32,36483.32,41.49
2021-01-10 00:00:00,2.36,35999.03,35999.03,0.0,0.0,35999.03,35999.03,35999.03,45.16
2021-01-10 01:00:00,2.21,35578.86,35578.86,0.0,0.0,35578.86,35578.86,35578.86,39.0
2021-01-10 02:00:00,0.56,38207.97,38207.97,0.0,0.0,38207.97,38207.97,38207.97,42.96
2021-01-10 03:00:00,-0.34,38871.09,38871.09,0.0,0.0,38871.09,38871.09,38871.09,44.76
2021-01-10 04:00:00,-1.99,40852.5,40852.5,0.0,0.0,40852.5,40852.5,40852.5,59.46
2021-01-10 05:00:00,-2.27,40848.93,40848.93,0.0,5.12,40843.81,40848.93,40848.93,55.8
2021-01-10 06:00:00,-2.7,42432.19,42432.19,0.0,948.84,41483.35,42432.19,42432.19,64.23
2021-01-10 07:00:00,-3.29,44234.24,44181.57,263.36,1179.94,42843.61,44234.24,44234.24,63.64
2021-01-10 08:00:00,-2.66,45936.29,45864.36,359.63,1274.5,44374.09,45936.29,45936.29,63.01
2021-01-10 09:00:00,-3.16,48177.23,48036.4,704.13,1696.43,45917.5,48177.23,48177.23,72.94
2021-01-10 10:00:00,-4.52,51652.21,51487.79,822.14,1218.16,49776.34,51652.21,51652.21,97.65
2021-01-10 11:00:00,-5.74,53782.16,53610.63,857.64,656.24,52439.81,53782.16,53782.16,107.19
2021-01-10 12:00:00,-7.37,55602.03,55504.68,486.78,49.77,55162.84,55602.03,55602.03,126.98
2021-01-10 13:00:00,-7.27,57305.18,57138.87,831.52,178.29,56461.67,57305.18,57305.18,133.42
2021-01-10 14:00:00,-7.06,57234.38,57094.28,700.5,0.0,56673.98,57234.38,57234.38,137.48
2021-01-10 15:00:00,-3.92,53319.48,53182.92,682.79,289.69,52483.56,53319.48,53319.48,100.52
2021-01-10 16:00:00,-1.12,50396.87,50304.14,463.63,243.53,49782.44,50396.87,50396.87,90.4
2021-01-10 17:00:00,1.46,46081.12,46045.78,176.69,0.0,45939.77,46081.12,46081.12,73.46
2021-01-10 18:00:00,4.84,41842.99,41842.99,0.0,0.0,41842.99,41842.99,41842.99,57.78
2021-01-10 19:00:00,3.06,42654.95,42654.95,0.0,0.0,42654.95,42654.95,42654.95,63.54
2021-01-10 20:00:00,4.62,38304.37,38304.37,0.0,0.0,38304.37,38304.37,38304.37,45.21
2021-01-10 21:00:00,6.28,34946.17,34946.17,0.0,3.75,34942.42,34946.17,34946.17,37.63
2021-01-10 22:00:00,7.4,31251.01,31251.01,0.0,553.48,30697.53,31251.01,31251.01,33.18
2021-01-10 23:00:00,10.89,24901.31,24901.31,0.0,812.33,24088.98,24901.31,24901.31,16.03
2021-01-11 00:00:00,14.61,21518.51,21518.51,0.0,0.0,21518.51,21518.51,21518.51,21.41
2021-01-11 01:00:00,15.22,21709.91,21709.91,0.0,492.71,21217.2,21709.91,21709.91,24.17
2021-01-11 02:00:00,15.1,20676.4,20676.4,0.0,793.93,19882.47,20676.4,20676.4,24.2
2021-01-11 03:00:00,12.1,22733.06,22733.06,0.0,1194.78,21538.28,22733.06,22733.06,23.8
2021-01-11 04:00:00,9.28,25126.36,25126.36,0.0,1167.08,23959.28,25126.36,25126.36,22.79
2021-01-11 05:00:00,9.3,25991.38,25991.38,0.0,256.06,25735.32,25991.38,25991.38,25.75
2021-01-11 06:00:00,7.84,29059.76,29059.76,0.0,32.9,29026.86,29059.76,29059.76,31.12
2021-01-11 07:00:00,4.42,36608.84,36567.4,207.2,0.0,36443.08,36608.84,36608.84,51.07
2021-01-11 08:00:00,2.83,41361.46,41271.77,448.45,185.11,40817.59,41361.46,41361.46,52.35
2021-01-11 09:00:00,2.13,44280.55,44187.29,466.3,949.0,42958.51,44280.55,44280.55,59.69
